Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,Arshdeep Singh,4.0,0,20,2,5.0,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,AR Patel,4.0,0,20,2,5.0,2,,v Australia,Carrara,6 Nov 2025,
T20,S Dube,2.0,0,20,2,10.0,2,,v Australia,Carrara,6 Nov 2025,
T20,AR Patel,3.0,1,20,2,6.66,2,,v Namibia,Delhi,12 Feb 2026,
T20,P Kumar,3.0,0,21,2,7.0,1,,v Australia,Melbourne,3 Feb 2012,
T20,RA Jadeja,4.0,0,21,2,5.25,2,,v Australia,Adelaide,26 Jan 2016,
T20,A Nehra,3.0,0,21,2,7.0,2,,v Sri Lanka,Pune,9 Feb 2016,
T20,Washington Sundar,4.0,0,21,2,5.25,1,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,UT Yadav,4.0,0,21,2,5.25,1,,v England,Manchester,3 Jul 2018,
T20,SN Thakur,3.0,0,21,2,7.0,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,YS Chahal,4.0,0,21,2,5.25,2,,v South Africa,Rajkot,17 Jun 2022,
T20,R Ashwin,4.0,0,21,2,5.25,2,,v Netherlands,Sydney,27 Oct 2022,
T20,HH Pandya,4.0,0,21,2,5.25,2,,v Namibia,Delhi,12 Feb 2026,
T20,A Nehra,4.0,0,22,2,5.5,2,,v South Africa,Durban,9 Jan 2011,
T20,YK Pathan,3.0,0,22,2,7.33,2,,v South Africa,Durban,9 Jan 2011,
T20,A Mishra,4.0,1,22,2,5.5,1,,v Pakistan,Mirpur,21 Mar 2014,
T20,RA Jadeja,4.0,0,22,2,5.5,2,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,DL Chahar,4.0,0,22,2,5.5,1,,v South Africa,Mohali,18 Sep 2019,
T20,R Ashwin,4.0,0,22,2,5.5,2,,v West Indies,Tarouba,29 Jul 2022,
T20,Washington Sundar,4.0,0,22,2,5.5,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,AR Patel,4.0,1,22,2,5.5,1,,v England,Eden Gardens,22 Jan 2025,
T20,S Sreesanth,4.0,0,23,2,5.75,2,,v South Africa,Durban,20 Sep 2007,
T20,YK Pathan,4.0,0,23,2,5.75,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,Yuvraj Singh,4.0,0,23,2,5.75,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,DS Kulkarni,4.0,0,23,2,5.75,2,,v Zimbabwe,Harare,22 Jun 2016,
T20,KH Pandya,3.3,0,23,2,6.57,2,,v West Indies,Lauderhill,4 Aug 2019,
T20,NA Saini,4.0,0,23,2,5.75,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,R Ashwin,4.0,0,23,2,5.75,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,VR Iyer,2.1,0,23,2,10.61,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Avesh Khan,4.0,1,23,2,5.75,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,Ravi Bishnoi,4.0,0,23,2,5.75,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,AR Patel,4.0,0,23,2,5.75,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,HH Pandya,2.0,0,23,2,11.5,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,Washington Sundar,4.0,0,23,2,5.75,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,K Nitish Kumar Reddy,4.0,0,23,2,5.75,2,,v Bangladesh,Delhi,9 Oct 2024,
T20,CV Varun,4.0,0,23,2,5.75,2,,v Australia,Melbourne,31 Oct 2025,
T20,HH Pandya,3.0,0,23,2,7.66,1,,v New Zealand,Guwahati,25 Jan 2026,
T20,Harbhajan Singh,4.0,0,24,2,6.0,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,RA Jadeja,4.0,0,24,2,6.0,2,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,JJ Bumrah,4.0,1,24,2,6.0,1,,v Zimbabwe,Harare,18 Jun 2016,
T20,B Kumar,4.0,0,24,2,6.0,2,,v South Africa,Cape Town,24 Feb 2018,
T20,Kuldeep Yadav,4.0,0,24,2,6.0,1,,v Australia,Brisbane,21 Nov 2018,
T20,DL Chahar,3.0,0,24,2,8.0,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,B Kumar,4.0,0,24,2,6.0,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,Arshdeep Singh,4.0,0,24,2,6.0,2,,v West Indies,Tarouba,29 Jul 2022,
T20,DL Chahar,4.0,0,24,2,6.0,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,Mohammed Siraj,4.0,1,24,2,6.0,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,AR Patel,4.0,0,24,2,6.0,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,YS Chahal,3.0,0,24,2,8.0,1,,v West Indies,Tarouba,3 Aug 2023,
T20,JJ Bumrah,4.0,0,24,2,6.0,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,HH Pandya,4.0,0,24,2,6.0,2,,v Pakistan,New York,9 Jun 2024,
T20,Kuldeep Yadav,4.0,0,24,2,6.0,2,,v Australia,Gros Islet,24 Jun 2024,
T20,Arshdeep Singh,3.0,0,24,2,8.0,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,Arshdeep Singh,3.0,0,24,2,8.0,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,AR Patel,4.0,0,24,2,6.0,2,,v U.S.A.,Wankhede,7 Feb 2026,
T20,Harbhajan Singh,4.0,0,25,2,6.25,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,MM Patel,4.0,0,25,2,6.25,2,,v England,Manchester,31 Aug 2011,
T20,HH Pandya,4.0,0,25,2,6.25,1,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,Mohammed Shami,4.0,0,25,2,6.25,2,,v West Indies,Wankhede,11 Dec 2019,
T20,HV Patel,4.0,0,25,2,6.25,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,Arshdeep Singh,4.0,0,25,2,6.25,2,,v South Africa,Perth,30 Oct 2022,
T20,RA Jadeja,3.0,0,25,2,8.33,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,S Dube,4.0,0,25,2,6.25,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,CV Varun,2.0,0,25,2,12.5,2,,v England,Wankhede,2 Feb 2025,
T20,JJ Bumrah,3.1,0,25,2,7.89,1,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,RA Jadeja,4.0,0,26,2,6.5,1,,v England,Lord's,14 Jun 2009,
T20,B Kumar,4.0,0,26,2,6.5,1,,v Zimbabwe,Harare,19 Jul 2015,
T20,A Nehra,3.0,0,26,2,8.66,2,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,HH Pandya,4.0,0,26,2,6.5,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,R Ashwin,4.0,0,26,2,6.5,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,JJ Bumrah,4.0,0,26,2,6.5,1,,v West Indies,Lauderhill,28 Aug 2016,
T20,YS Chahal,4.0,0,26,2,6.5,2,,v New Zealand,Delhi,1 Nov 2017,
T20,Kuldeep Yadav,4.0,0,26,2,6.5,1,,v New Zealand,Hamilton,10 Feb 2019,
T20,HV Patel,3.0,0,26,2,8.66,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,Ravi Bishnoi,4.0,0,26,2,6.5,2,,v West Indies,Tarouba,29 Jul 2022,
T20,HV Patel,4.0,0,26,2,6.5,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,YS Chahal,4.0,0,26,2,6.5,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,Kuldeep Yadav,4.0,0,26,2,6.5,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,AR Patel,4.0,0,26,2,6.5,1,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,JJ Bumrah,4.0,0,26,2,6.5,2,,v Australia,Melbourne,31 Oct 2025,
T20,AB Dinda,3.0,0,27,2,9.0,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,JJ Bumrah,4.0,0,27,2,6.75,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,YS Chahal,4.0,0,27,2,6.75,2,,v England,Kanpur,26 Jan 2017,
T20,KK Ahmed,4.0,0,27,2,6.75,1,,v New Zealand,Auckland,8 Feb 2019,
T20,Ravi Bishnoi,4.0,0,27,2,6.75,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,UT Yadav,2.0,0,27,2,13.5,2,,v Australia,Mohali,20 Sep 2022,
T20,Umran Malik,4.0,0,27,2,6.75,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,RP Singh,4.0,0,28,2,7.0,2,,v England,Durban,19 Sep 2007,
T20,MM Sharma,4.0,0,28,2,7.0,1,,v Zimbabwe,Harare,19 Jul 2015,
T20,R Ashwin,4.0,0,28,2,7.0,2,,v Australia,Adelaide,26 Jan 2016,
T20,Washington Sundar,4.0,0,28,2,7.0,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,YS Chahal,4.0,0,28,2,7.0,1,,v West Indies,Chennai,11 Nov 2018,
T20,YS Chahal,4.0,0,28,2,7.0,1,,v Bangladesh,Rajkot,7 Nov 2019,
T20,HH Pandya,3.0,0,28,2,9.33,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,Avesh Khan,2.5,0,28,2,9.88,2,,v South Africa,Durban,8 Nov 2024,
T20,CV Varun,4.0,0,28,2,7.0,2,,v England,Pune,31 Jan 2025,
T20,JJ Bumrah,4.0,0,28,2,7.0,1,,v Pakistan,Dubai (DICS),14 Sep 2025,
T20,S Dube,3.0,0,28,2,9.33,2,,v New Zealand,Nagpur,21 Jan 2026,
T20,Arshdeep Singh,4.0,0,28,2,7.0,1,,v South Africa,Ahmedabad,22 Feb 2026,
T20,RP Singh,4.0,0,29,2,7.25,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,R Sharma,3.4,0,29,2,7.9,1,,v Australia,Melbourne,3 Feb 2012,
T20,Harbhajan Singh,4.0,0,29,2,7.25,2,,v Zimbabwe,Harare,17 Jul 2015,
T20,HH Pandya,3.0,0,29,2,9.66,2,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,Washington Sundar,4.0,0,29,2,7.25,1,,v England,Ahmedabad,14 Mar 2021,
T20,SN Thakur,4.0,0,29,2,7.25,1,,v England,Ahmedabad,14 Mar 2021,
T20,M Prasidh Krishna,4.0,0,29,2,7.25,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,Ravi Bishnoi,4.0,0,29,2,7.25,2,,v Australia,Bengaluru,3 Dec 2023,
T20,CV Varun,4.0,0,29,2,7.25,2,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,CV Varun,4.0,0,29,2,7.25,1,,v South Africa,New Chandigarh,11 Dec 2025,
T20,AR Patel,4.0,0,29,2,7.25,2,,v Pakistan,Colombo (RPS),15 Feb 2026,
T20,R Vinay Kumar,4.0,0,30,2,7.5,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,KK Ahmed,4.0,0,30,2,7.5,2,,v West Indies,Lucknow,6 Nov 2018,
T20,Kuldeep Yadav,4.0,0,30,2,7.5,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,Ravi Bishnoi,4.0,0,30,2,7.5,1,,v England,Nottingham,10 Jul 2022,
T20,HH Pandya,4.0,0,30,2,7.5,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,YS Chahal,3.0,0,30,2,10.0,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,Arshdeep Singh,4.0,0,30,2,7.5,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,AR Patel,4.0,0,30,2,7.5,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,CV Varun,4.0,0,30,2,7.5,1,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,Harbhajan Singh,4.0,0,31,2,7.75,2,,v South Africa,Durban,20 Sep 2007,
T20,A Nehra,4.0,0,31,2,7.75,1,,v Australia,Bridgetown,7 May 2010,
T20,BB Sran,4.0,1,31,2,7.75,2,,v Zimbabwe,Harare,22 Jun 2016,
T20,Mohammed Shami,2.4,0,31,2,11.62,1,,v West Indies,Lauderhill,28 Aug 2016,
T20,Umran Malik,3.0,0,31,2,10.33,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,Arshdeep Singh,4.0,0,31,2,7.75,1,,v West Indies,Tarouba,3 Aug 2023,
T20,RA Jadeja,4.0,0,32,2,8.0,2,,v Australia,Melbourne,29 Jan 2016,
T20,V Shankar,4.0,0,32,2,8.0,1,,v Bangladesh,Colombo (RPS),8 Mar 2018,
T20,Kuldeep Yadav,4.0,0,32,2,8.0,2,,v West Indies,Lucknow,6 Nov 2018,
T20,Mohammed Shami,4.0,0,32,2,8.0,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,YS Chahal,4.0,0,32,2,8.0,2,,v England,Southampton,7 Jul 2022,
T20,M Prasidh Krishna,4.0,0,32,2,8.0,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,Ravi Bishnoi,4.0,0,32,2,8.0,2,,v Australia,Guwahati,28 Nov 2023,
T20,Kuldeep Yadav,4.0,0,32,2,8.0,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,KK Ahmed,4.0,0,32,2,8.0,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,MP Yadav,4.0,0,32,2,8.0,2,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,AR Patel,4.0,0,32,2,8.0,1,,v England,Chennai,25 Jan 2025,
T20,JD Unadkat,4.0,0,33,2,8.25,1,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,SN Thakur,4.0,0,33,2,8.25,2,,v New Zealand,Wellington,31 Jan 2020,
T20,SN Thakur,4.0,0,33,2,8.25,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Arshdeep Singh,3.5,0,33,2,8.6,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,Mukesh Kumar,4.0,0,33,2,8.25,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,HH Pandya,4.0,0,33,2,8.25,1,,v England,Rajkot,28 Jan 2025,
T20,S Dube,4.0,0,33,2,8.25,1,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,CV Varun,4.0,0,33,2,8.25,1,,v Australia,Hobart,2 Nov 2025,
T20,Arshdeep Singh,4.0,0,33,2,8.25,1,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,IK Pathan,4.0,0,34,2,8.5,1,,v Australia,Brabourne,20 Oct 2007,
T20,I Sharma,4.0,0,34,2,8.5,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,NA Saini,4.0,0,34,2,8.5,1,,v West Indies,Providence,6 Aug 2019,
T20,Washington Sundar,4.0,0,34,2,8.5,1,,v Australia,Sydney,8 Dec 2020,
T20,Mukesh Kumar,3.0,0,34,2,11.33,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,Harshit Rana,4.0,0,34,2,8.5,1,,v South Africa,Dharamsala,14 Dec 2025,
T20,S Kaul,4.0,0,35,2,8.75,1,,v England,Bristol,8 Jul 2018,
T20,RD Chahar,4.0,0,35,2,8.75,2,,v England,Ahmedabad,18 Mar 2021,
T20,HV Patel,4.0,0,35,2,8.75,1,,v England,Nottingham,10 Jul 2022,
T20,B Kumar,4.0,0,35,2,8.75,1,,v West Indies,Basseterre,2 Aug 2022,
T20,Arshdeep Singh,4.0,0,35,2,8.75,1,,v Ireland,New York,5 Jun 2024,
T20,Kuldeep Yadav,4.0,0,35,2,8.75,1,,v New Zealand,Raipur,23 Jan 2026,
T20,S Dube,3.0,0,35,2,11.66,2,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,HH Pandya,4.0,0,36,2,9.0,1,,v Australia,Mohali,27 Mar 2016,
T20,UT Yadav,4.0,0,36,2,9.0,2,,v England,Cardiff,6 Jul 2018,
T20,YS Chahal,4.0,0,36,2,9.0,1,,v West Indies,Hyderabad,6 Dec 2019,
T20,VR Iyer,3.0,0,36,2,12.0,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,JJ Bumrah,4.0,0,36,2,9.0,1,,v West Indies,Eden Gardens,1 Mar 2026,
T20,Joginder Sharma,3.0,0,37,2,12.33,2,,v Australia,Durban,22 Sep 2007,
T20,HH Pandya,3.0,0,37,2,12.33,2,,v Australia,Adelaide,26 Jan 2016,
T20,JJ Bumrah,4.0,0,37,2,9.25,2,,v Australia,Melbourne,29 Jan 2016,
T20,YS Chahal,4.0,0,37,2,9.25,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,Washington Sundar,4.0,0,37,2,9.25,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,HV Patel,4.0,0,37,2,9.25,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,Arshdeep Singh,4.0,0,37,2,9.25,2,,v Netherlands,Sydney,27 Oct 2022,
T20,Ravi Bishnoi,4.0,0,37,2,9.25,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,CV Varun,4.0,0,37,2,9.25,2,,v New Zealand,Nagpur,21 Jan 2026,
T20,V Shankar,4.0,0,38,2,9.5,2,,v Australia,Bengaluru,27 Feb 2019,
T20,Kuldeep Yadav,4.0,0,38,2,9.5,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,SN Thakur,4.0,0,38,2,9.5,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,Arshdeep Singh,4.0,0,38,2,9.5,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,AR Patel,4.0,0,38,2,9.5,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,Ravi Bishnoi,4.0,0,38,2,9.5,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,CV Varun,4.0,0,38,2,9.5,1,,v England,Chennai,25 Jan 2025,
T20,HH Pandya,4.0,0,38,2,9.5,2,,v England,Wankhede,5 Mar 2026,
T20,RA Jadeja,3.0,0,39,2,13.0,1,,v West Indies,Lauderhill,27 Aug 2016,
T20,KK Ahmed,4.0,0,39,2,9.75,1,,v Australia,Melbourne,23 Nov 2018,
T20,Ravi Bishnoi,4.0,0,39,2,9.75,1,,v Afghanistan,Indore,14 Jan 2024,
T20,Avesh Khan,4.0,0,39,2,9.75,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,Kuldeep Yadav,4.0,0,39,2,9.75,1,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,Arshdeep Singh,4.0,0,40,2,10.0,2,,v Australia,Bengaluru,3 Dec 2023,
T20,IK Pathan,4.0,0,41,2,10.25,2,,v New Zealand,Wellington,27 Feb 2009,
T20,B Kumar,4.0,0,41,2,10.25,2,,v West Indies,Wankhede,11 Dec 2019,
T20,HV Patel,4.0,0,41,2,10.25,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,I Sharma,4.0,0,42,2,10.5,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,YK Pathan,4.0,0,42,2,10.5,2,,v South Africa,Gros Islet,2 May 2010,
T20,JD Unadkat,3.4,0,42,2,11.45,2,,v South Africa,Centurion,21 Feb 2018,
T20,CV Varun,4.0,0,42,2,10.5,2,,v South Africa,Johannesburg,15 Nov 2024,
T20,HH Pandya,4.0,0,42,2,10.5,1,,v England,Eden Gardens,22 Jan 2025,
T20,Arshdeep Singh,4.0,0,43,2,10.75,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,IK Pathan,4.0,0,44,2,11.0,2,,v Australia,Durban,22 Sep 2007,
T20,DL Chahar,4.0,0,44,2,11.0,2,,v Australia,Raipur,1 Dec 2023,
T20,Kuldeep Yadav,4.0,0,45,2,11.25,2,,v West Indies,Wankhede,11 Dec 2019,
T20,Kuldeep Yadav,3.2,0,45,2,13.5,2,,v Australia,Melbourne,31 Oct 2025,
T20,JJ Bumrah,4.0,0,47,2,11.75,1,,v West Indies,Lauderhill,27 Aug 2016,
T20,AR Patel,4.0,0,48,2,12.0,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,SK Raina,4.0,0,49,2,12.25,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,HH Pandya,4.0,0,51,2,12.75,1,,v New Zealand,Wellington,6 Feb 2019,
T20,CV Varun,4.0,0,54,2,13.5,2,,v South Africa,Centurion,13 Nov 2024,
T20,Arshdeep Singh,4.0,0,62,2,15.5,2,,v South Africa,Guwahati,2 Oct 2022,
T20,NT Tilak Varma,0.3,0,1,1,2.0,2,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,S Dube,0.3,0,1,1,2.0,2,,v South Africa,Cuttack,9 Dec 2025,
T20,HV Patel,2.0,0,3,1,1.5,2,,v South Africa,Rajkot,17 Jun 2022,
T20,DJ Hooda,1.0,0,3,1,3.0,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,AR Patel,1.0,0,3,1,3.0,1,,v Ireland,New York,5 Jun 2024,
T20,SK Raina,1.0,0,4,1,4.0,1,,v Pakistan,Eden Gardens,19 Mar 2016,
T20,S Kaul,2.0,0,4,1,2.0,2,,v Ireland,Dublin (Malahide),29 Jun 2018,
T20,YS Chahal,2.0,1,4,1,2.0,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,S Dube,1.0,0,4,1,4.0,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,Washington Sundar,1.0,0,4,1,4.0,2,,v Bangladesh,Delhi,9 Oct 2024,
T20,Washington Sundar,1.0,0,4,1,4.0,2,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,CV Varun,2.0,0,4,1,2.0,1,,v U.A.E.,Dubai (DICS),10 Sep 2025,
T20,JJ Bumrah,2.0,1,5,1,2.5,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,NT Tilak Varma,2.0,0,5,1,2.5,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,Abhishek Sharma,1.0,0,5,1,5.0,2,,v New Zealand,Ahmedabad,8 Mar 2026,
T20,SK Raina,1.0,0,6,1,6.0,1,,v South Africa,Nottingham,16 Jun 2009,
T20,HH Pandya,2.0,0,6,1,3.0,1,,v England,Chennai,25 Jan 2025,
T20,B Kumar,3.0,0,7,1,2.33,2,,v Australia,Mirpur,30 Mar 2014,
T20,Yuvraj Singh,2.0,0,7,1,3.5,2,,v Australia,Melbourne,29 Jan 2016,
T20,JD Unadkat,2.0,0,7,1,3.5,2,,v Sri Lanka,Cuttack,20 Dec 2017,
T20,B Kumar,2.0,0,7,1,3.5,2,,v West Indies,Lauderhill,4 Aug 2019,
T20,Arshdeep Singh,2.0,0,7,1,3.5,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,Washington Sundar,2.0,0,7,1,3.5,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,HH Pandya,1.0,0,7,1,7.0,2,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,S Dube,1.0,0,7,1,7.0,1,,v New Zealand,Raipur,23 Jan 2026,
T20,RK Singh,0.4,0,7,1,10.5,2,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,MM Sharma,3.0,0,8,1,2.66,2,,v Zimbabwe,Harare,17 Jul 2015,
T20,JJ Bumrah,3.0,2,8,1,2.66,1,,v Pakistan,Mirpur,27 Feb 2016,
T20,KK Ahmed,2.0,0,8,1,4.0,1,,v West Indies,Lauderhill,3 Aug 2019,
T20,HH Pandya,3.0,1,8,1,2.66,2,,v South Africa,Johannesburg,15 Nov 2024,
T20,IK Pathan,2.0,0,9,1,4.5,2,,v West Indies,Lord's,12 Jun 2009,
T20,RA Jadeja,3.0,0,9,1,3.0,1,,v South Africa,Nottingham,16 Jun 2009,
T20,RA Jadeja,4.0,1,9,1,2.25,2,,v England,Eden Gardens,29 Oct 2011,
T20,SK Raina,2.0,0,9,1,4.5,2,,v England,Eden Gardens,29 Oct 2011,
T20,SK Raina,1.0,0,9,1,9.0,2,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,B Kumar,3.0,0,9,1,3.0,2,,v Australia,Guwahati,10 Oct 2017,
T20,Arshdeep Singh,2.0,0,9,1,4.5,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,S Dube,2.0,0,9,1,4.5,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,Washington Sundar,1.0,0,9,1,9.0,1,,v England,Chennai,25 Jan 2025,
T20,Ravi Bishnoi,1.0,0,9,1,9.0,2,,v England,Wankhede,2 Feb 2025,
T20,JJ Bumrah,3.0,0,10,1,3.33,1,,v Sri Lanka,Visakhapatnam,14 Feb 2016,
T20,Yuvraj Singh,2.0,0,10,1,5.0,1,,v U.A.E.,Mirpur,3 Mar 2016,
T20,Kuldeep Yadav,1.0,0,10,1,10.0,2,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,HH Pandya,2.0,0,10,1,5.0,2,,v Ireland,Dublin (Malahide),29 Jun 2018,
T20,B Kumar,3.0,0,10,1,3.33,2,,v England,Southampton,7 Jul 2022,
T20,Arshdeep Singh,3.0,0,10,1,3.33,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,Abhishek Sharma,2.0,0,10,1,5.0,2,,v Bangladesh,Delhi,9 Oct 2024,
T20,MM Sharma,2.0,0,11,1,5.5,2,,v Australia,Mirpur,30 Mar 2014,
T20,RA Jadeja,4.0,1,11,1,2.75,1,,v Sri Lanka,Visakhapatnam,14 Feb 2016,
T20,Yuvraj Singh,2.0,0,11,1,5.5,1,,v Pakistan,Mirpur,27 Feb 2016,
T20,HH Pandya,3.0,1,11,1,3.66,1,,v U.A.E.,Mirpur,3 Mar 2016,
T20,Harbhajan Singh,4.0,1,11,1,2.75,1,,v U.A.E.,Mirpur,3 Mar 2016,
T20,HH Pandya,1.0,0,11,1,11.0,2,,v New Zealand,Delhi,1 Nov 2017,
T20,YS Chahal,3.0,0,11,1,3.66,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,YS Chahal,3.0,0,11,1,3.66,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,B Kumar,2.0,1,11,1,5.5,2,,v West Indies,Tarouba,29 Jul 2022,
T20,B Kumar,3.0,1,11,1,3.66,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,AR Patel,2.0,0,11,1,5.5,2,,v Pakistan,New York,9 Jun 2024,
T20,S Dube,2.0,0,11,1,5.5,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,S Dube,2.2,0,11,1,4.71,2,,v Namibia,Delhi,12 Feb 2026,
T20,NT Tilak Varma,2.0,0,11,1,5.5,2,,v Pakistan,Colombo (RPS),15 Feb 2026,
T20,SR Tendulkar,2.3,0,12,1,4.8,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,Washington Sundar,3.0,1,12,1,4.0,2,,v West Indies,Lauderhill,4 Aug 2019,
T20,VR Iyer,3.0,0,12,1,4.0,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,B Kumar,3.0,0,12,1,4.0,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,Ravi Bishnoi,4.0,0,12,1,3.0,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,Washington Sundar,2.0,0,12,1,6.0,1,,v Bangladesh,Gwalior,6 Oct 2024,
T20,Abhishek Sharma,1.0,0,12,1,12.0,1,,v England,Chennai,25 Jan 2025,
T20,RP Singh,3.0,0,13,1,4.33,1,,v England,Lord's,14 Jun 2009,
